Rows: 1000, Columns: 1000
Too many cells to display.
Number of tripods: 5000
Optimal placement:
1: location: (999,318), direction: NORTH, sum: 27
1248: location: (669,955), direction: EAST, sum: 27
1249: location: (669,879), direction: EAST, sum: 27
1250: location: (669,748), direction: WEST, sum: 27
1251: location: (669,735), direction: EAST, sum: 27
1252: location: (669,583), direction: EAST, sum: 27
1253: location: (669,517), direction: EAST, sum: 27
1254: location: (669,181), direction: WEST, sum: 27
1255: location: (669,98), direction: SOUTH, sum: 27
1256: location: (668,666), direction: EAST, sum: 27
1257: location: (668,466), direction: SOUTH, sum: 27
1258: location: (668,456), direction: EAST, sum: 27
1259: location: (668,448), direction: SOUTH, sum: 27
1260: location: (668,233), direction: SOUTH, sum: 27
1261: location: (668,64), direction: NORTH, sum: 27
1262: location: (667,638), direction: NORTH, sum: 27
1263: location: (667,412), direction: WEST, sum: 27
1264: location: (667,291), direction: NORTH, sum: 27
1265: location: (667,247), direction: EAST, sum: 27
1266: location: (666,248), direction: WEST, sum: 27
1267: location: (666,109), direction: SOUTH, sum: 27
1268: location: (665,935), direction: EAST, sum: 27
1269: location: (665,769), direction: EAST, sum: 27
1270: location: (665,397), direction: SOUTH, sum: 27
1271: location: (665,130), direction: EAST, sum: 27
1272: location: (664,729), direction: EAST, sum: 27
1273: location: (664,482), direction: NORTH, sum: 27
1274: location: (664,243), direction: NORTH, sum: 27
1275: location: (664,234), direction: NORTH, sum: 27
1276: location: (663,406), direction: NORTH, sum: 27
1277: location: (663,235), direction: NORTH, sum: 27
1278: location: (663,158), direction: WEST, sum: 27
1279: location: (663,72), direction: WEST, sum: 27
1280: location: (662,623), direction: WEST, sum: 27
1281: location: (662,419), direction: SOUTH, sum: 27
1282: location: (662,405), direction: EAST, sum: 27
1283: location: (662,234), direction: EAST, sum: 27
1284: location: (662,217), direction: EAST, sum: 27
1285: location: (662,176), direction: NORTH, sum: 27
1286: location: (662,157), direction: NORTH, sum: 27
1287: location: (661,648), direction: NORTH, sum: 27
1288: location: (661,218), direction: WEST, sum: 27
1289: location: (661,158), direction: WEST, sum: 27
1290: location: (660,588), direction: WEST, sum: 27
1291: location: (660,387), direction: EAST, sum: 27
1292: location: (659,782), direction: NORTH, sum: 27
1293: location: (659,587), direction: EAST, sum: 27
1294: location: (659,345), direction: NORTH, sum: 27
1295: location: (659,343), direction: NORTH, sum: 27
1296: location: (658,781), direction: SOUTH, sum: 27
1297: location: (658,750), direction: SOUTH, sum: 27
1298: location: (658,672), direction: EAST, sum: 27
1299: location: (658,344), direction: SOUTH, sum: 27
1300: location: (658,342), direction: EAST, sum: 27
1301: location: (658,38), direction: EAST, sum: 27
1302: location: (657,699), direction: EAST, sum: 27
1303: location: (657,382), direction: SOUTH, sum: 27
1304: location: (656,944), direction: NORTH, sum: 27
1305: location: (656,925), direction: SOUTH, sum: 27
1306: location: (656,803), direction: WEST, sum: 27
1307: location: (656,777), direction: EAST, sum: 27
1308: location: (656,728), direction: NORTH, sum: 27
1309: location: (656,432), direction: NORTH, sum: 27
1310: location: (656,160), direction: EAST, sum: 27
1311: location: (655,778), direction: WEST, sum: 27
1312: location: (655,719), direction: NORTH, sum: 27
1313: location: (655,161), direction: WEST, sum: 27
1314: location: (655,66), direction: WEST, sum: 27
1315: location: (654,777), direction: SOUTH, sum: 27
1316: location: (654,535), direction: NORTH, sum: 27
1317: location: (654,60), direction: NORTH, sum: 27
1318: location: (654,15), direction: EAST, sum: 27
1319: location: (653,681), direction: EAST, sum: 27
1320: location: (653,466), direction: NORTH, sum: 27
1321: location: (653,146), direction: EAST, sum: 27
1322: location: (652,502), direction: WEST, sum: 27
1323: location: (652,421), direction: WEST, sum: 27
1324: location: (651,953), direction: EAST, sum: 27
1325: location: (651,905), direction: NORTH, sum: 27
1326: location: (651,609), direction: WEST, sum: 27
1327: location: (651,420), direction: SOUTH, sum: 27
1328: location: (650,882), direction: EAST, sum: 27
1329: location: (650,716), direction: WEST, sum: 27
1330: location: (650,556), direction: NORTH, sum: 27
1331: location: (650,235), direction: EAST, sum: 27
1332: location: (649,883), direction: WEST, sum: 27
1333: location: (649,557), direction: SOUTH, sum: 27
1334: location: (648,882), direction: SOUTH, sum: 27
1335: location: (648,756), direction: EAST, sum: 27
1336: location: (647,429), direction: NORTH, sum: 27
1337: location: (647,368), direction: NORTH, sum: 27
1338: location: (647,360), direction: SOUTH, sum: 27
1339: location: (646,897), direction: NORTH, sum: 27
1340: location: (646,511), direction: NORTH, sum: 27
1341: location: (646,369), direction: SOUTH, sum: 27
1342: location: (645,898), direction: NORTH, sum: 27
1343: location: (645,512), direction: SOUTH, sum: 27
1344: location: (645,186), direction: SOUTH, sum: 27
1345: location: (644,777), direction: NORTH, sum: 27
1346: location: (644,723), direction: NORTH, sum: 27
1347: location: (644,30), direction: SOUTH, sum: 27
1348: location: (643,724), direction: SOUTH, sum: 27
1349: location: (643,567), direction: EAST, sum: 27
1350: location: (643,400), direction: EAST, sum: 27
1351: location: (643,329), direction: EAST, sum: 27
1352: location: (643,292), direction: WEST, sum: 27
1353: location: (642,954), direction: WEST, sum: 27
1354: location: (642,493), direction: WEST, sum: 27
1355: location: (642,401), direction: SOUTH, sum: 27
1356: location: (642,337), direction: NORTH, sum: 27
1357: location: (642,330), direction: WEST, sum: 27
1358: location: (642,51), direction: EAST, sum: 27
1359: location: (641,496), direction: WEST, sum: 27
1360: location: (641,407), direction: SOUTH, sum: 27
1361: location: (641,377), direction: NORTH, sum: 27
1362: location: (640,788), direction: NORTH, sum: 27
1363: location: (640,601), direction: SOUTH, sum: 27
1364: location: (640,378), direction: WEST, sum: 27
1365: location: (640,376), direction: SOUTH, sum: 27
1366: location: (639,635), direction: NORTH, sum: 27
1367: location: (639,602), direction: EAST, sum: 27
1368: location: (639,488), direction: NORTH, sum: 27
1369: location: (639,472), direction: EAST, sum: 27
1370: location: (638,940), direction: EAST, sum: 27
1371: location: (638,746), direction: NORTH, sum: 27
1372: location: (638,537), direction: EAST, sum: 27
1373: location: (638,487), direction: SOUTH, sum: 27
1374: location: (637,711), direction: WEST, sum: 27
1375: location: (637,708), direction: EAST, sum: 27
1376: location: (637,279), direction: SOUTH, sum: 27
1377: location: (637,224), direction: WEST, sum: 27
1378: location: (636,655), direction: SOUTH, sum: 27
1379: location: (636,234), direction: NORTH, sum: 27
1380: location: (635,639), direction: WEST, sum: 27
1381: location: (635,530), direction: SOUTH, sum: 27
1382: location: (635,515), direction: SOUTH, sum: 27
1383: location: (635,405), direction: NORTH, sum: 27
1384: location: (635,288), direction: WEST, sum: 27
1385: location: (634,785), direction: NORTH, sum: 27
1386: location: (634,719), direction: WEST, sum: 27
1387: location: (634,497), direction: NORTH, sum: 27
1388: location: (634,495), direction: NORTH, sum: 27
1389: location: (634,400), direction: NORTH, sum: 27
1390: location: (634,287), direction: SOUTH, sum: 27
1391: location: (633,496), direction: SOUTH, sum: 27
1392: location: (633,370), direction: WEST, sum: 27
1393: location: (632,962), direction: EAST, sum: 27
1394: location: (632,915), direction: SOUTH, sum: 27
1395: location: (632,748), direction: EAST, sum: 27
1396: location: (632,698), direction: EAST, sum: 27
1397: location: (632,519), direction: WEST, sum: 27
1398: location: (632,411), direction: NORTH, sum: 27
1399: location: (632,127), direction: SOUTH, sum: 27
1400: location: (631,972), direction: SOUTH, sum: 27
1401: location: (631,905), direction: NORTH, sum: 27
1402: location: (631,564), direction: SOUTH, sum: 27
1403: location: (631,40), direction: NORTH, sum: 27
1404: location: (630,346), direction: NORTH, sum: 27
1405: location: (630,80), direction: SOUTH, sum: 27
1406: location: (629,347), direction: WEST, sum: 27
1407: location: (629,345), direction: SOUTH, sum: 27
1408: location: (629,137), direction: NORTH, sum: 27
1409: location: (629,27), direction: NORTH, sum: 27
1410: location: (629,26), direction: WEST, sum: 27
1411: location: (628,443), direction: NORTH, sum: 27
1412: location: (628,95), direction: EAST, sum: 27
1413: location: (627,765), direction: EAST, sum: 27
1414: location: (627,442), direction: EAST, sum: 27
1415: location: (627,130), direction: WEST, sum: 27
1416: location: (626,979), direction: WEST, sum: 27
1417: location: (626,818), direction: NORTH, sum: 27
1418: location: (626,664), direction: SOUTH, sum: 27
1419: location: (626,202), direction: WEST, sum: 27
1420: location: (625,817), direction: SOUTH, sum: 27
1421: location: (625,666), direction: NORTH, sum: 27
1422: location: (625,561), direction: WEST, sum: 27
1423: location: (625,297), direction: NORTH, sum: 27
1424: location: (624,921), direction: SOUTH, sum: 27
1425: location: (624,804), direction: SOUTH, sum: 27
1426: location: (624,784), direction: WEST, sum: 27
1427: location: (624,706), direction: EAST, sum: 27
1428: location: (624,560), direction: EAST, sum: 27
1429: location: (623,754), direction: WEST, sum: 27
1430: location: (623,719), direction: SOUTH, sum: 27
1431: location: (623,536), direction: EAST, sum: 27
1432: location: (622,236), direction: SOUTH, sum: 27
1433: location: (621,220), direction: EAST, sum: 27
1434: location: (620,572), direction: NORTH, sum: 27
1435: location: (620,503), direction: SOUTH, sum: 27
1436: location: (620,209), direction: NORTH, sum: 27
1437: location: (620,169), direction: SOUTH, sum: 27
1438: location: (619,573), direction: SOUTH, sum: 27
1439: location: (619,348), direction: NORTH, sum: 27
1440: location: (619,184), direction: NORTH, sum: 27
1441: location: (618,918), direction: SOUTH, sum: 27
1442: location: (618,789), direction: NORTH, sum: 27
1443: location: (618,496), direction: WEST, sum: 27
1444: location: (617,677), direction: NORTH, sum: 27
1445: location: (617,31), direction: WEST, sum: 27
1446: location: (616,504), direction: WEST, sum: 27
1447: location: (616,450), direction: SOUTH, sum: 27
1448: location: (615,573), direction: NORTH, sum: 27
1449: location: (615,473), direction: NORTH, sum: 27
1450: location: (614,932), direction: WEST, sum: 27
1451: location: (614,572), direction: EAST, sum: 27
1452: location: (612,968), direction: SOUTH, sum: 27
1453: location: (612,890), direction: SOUTH, sum: 27
1454: location: (612,336), direction: NORTH, sum: 27
1455: location: (612,253), direction: WEST, sum: 27
1456: location: (611,920), direction: WEST, sum: 27
1457: location: (611,833), direction: EAST, sum: 27
1458: location: (611,645), direction: SOUTH, sum: 27
1459: location: (611,552), direction: NORTH, sum: 27
1460: location: (611,550), direction: EAST, sum: 27
1461: location: (611,252), direction: EAST, sum: 27
1462: location: (610,980), direction: SOUTH, sum: 27
1463: location: (610,551), direction: SOUTH, sum: 27
1464: location: (610,530), direction: WEST, sum: 27
1465: location: (610,214), direction: WEST, sum: 27
1466: location: (610,193), direction: NORTH, sum: 27
1467: location: (609,880), direction: EAST, sum: 27
1468: location: (609,664), direction: NORTH, sum: 27
1469: location: (609,576), direction: SOUTH, sum: 27
1470: location: (609,528), direction: WEST, sum: 27
1471: location: (609,429), direction: NORTH, sum: 27
1472: location: (609,196), direction: NORTH, sum: 27
1473: location: (609,194), direction: NORTH, sum: 27
1474: location: (609,81), direction: EAST, sum: 27
1475: location: (608,740), direction: EAST, sum: 27
1476: location: (608,428), direction: NORTH, sum: 27
1477: location: (608,371), direction: SOUTH, sum: 27
1478: location: (608,195), direction: SOUTH, sum: 27
1479: location: (607,719), direction: NORTH, sum: 27
1480: location: (607,595), direction: EAST, sum: 27
1481: location: (607,314), direction: EAST, sum: 27
1482: location: (606,958), direction: EAST, sum: 27
1483: location: (606,713), direction: WEST, sum: 27
1484: location: (606,19), direction: EAST, sum: 27
1485: location: (605,801), direction: SOUTH, sum: 27
1486: location: (605,712), direction: SOUTH, sum: 27
1487: location: (604,979), direction: WEST, sum: 27
1488: location: (604,591), direction: NORTH, sum: 27
1489: location: (604,579), direction: EAST, sum: 27
1490: location: (604,360), direction: SOUTH, sum: 27
1491: location: (604,60), direction: EAST, sum: 27
1492: location: (603,592), direction: SOUTH, sum: 27
1493: location: (603,289), direction: NORTH, sum: 27
1494: location: (603,287), direction: EAST, sum: 27
1495: location: (602,288), direction: SOUTH, sum: 27
1496: location: (601,609), direction: SOUTH, sum: 27
1497: location: (601,564), direction: NORTH, sum: 27
1498: location: (600,962), direction: NORTH, sum: 27
1499: location: (600,922), direction: WEST, sum: 27
1500: location: (600,808), direction: WEST, sum: 27
1501: location: (600,563), direction: EAST, sum: 27
1502: location: (600,344), direction: NORTH, sum: 27
1503: location: (600,265), direction: SOUTH, sum: 27
1504: location: (600,136), direction: NORTH, sum: 27
1505: location: (599,998), direction: SOUTH, sum: 27
1506: location: (599,963), direction: WEST, sum: 27
1507: location: (599,807), direction: EAST, sum: 27
1508: location: (599,707), direction: EAST, sum: 27
1509: location: (599,645), direction: WEST, sum: 27
1510: location: (599,543), direction: SOUTH, sum: 27
1511: location: (599,345), direction: WEST, sum: 27
1512: location: (599,343), direction: EAST, sum: 27
1513: location: (599,326), direction: EAST, sum: 27
1514: location: (599,314), direction: EAST, sum: 27
1515: location: (598,929), direction: NORTH, sum: 27
1516: location: (598,925), direction: NORTH, sum: 27
1517: location: (598,808), direction: WEST, sum: 27
1518: location: (598,678), direction: EAST, sum: 27
1519: location: (598,344), direction: SOUTH, sum: 27
1520: location: (598,343), direction: NORTH, sum: 27
1521: location: (597,540), direction: WEST, sum: 27
1522: location: (597,446), direction: WEST, sum: 27
1523: location: (597,277), direction: SOUTH, sum: 27
1524: location: (597,150), direction: WEST, sum: 27
1525: location: (597,113), direction: EAST, sum: 27
1526: location: (597,109), direction: SOUTH, sum: 27
1527: location: (596,921), direction: NORTH, sum: 27
1528: location: (596,652), direction: EAST, sum: 27
1529: location: (596,446), direction: WEST, sum: 27
1530: location: (596,445), direction: SOUTH, sum: 27
1531: location: (595,922), direction: SOUTH, sum: 27
1532: location: (595,920), direction: EAST, sum: 27
1533: location: (595,772), direction: EAST, sum: 27
1534: location: (595,445), direction: SOUTH, sum: 27
1535: location: (594,674), direction: SOUTH, sum: 27
1536: location: (594,554), direction: NORTH, sum: 27
1537: location: (594,152), direction: SOUTH, sum: 27
1538: location: (594,117), direction: NORTH, sum: 27
1539: location: (593,933), direction: WEST, sum: 27
1540: location: (593,913), direction: EAST, sum: 27
1541: location: (593,611), direction: SOUTH, sum: 27
1542: location: (593,255), direction: SOUTH, sum: 27
1543: location: (592,625), direction: WEST, sum: 27
1544: location: (592,605), direction: NORTH, sum: 27
1545: location: (592,446), direction: NORTH, sum: 27
1546: location: (592,298), direction: WEST, sum: 27
1547: location: (591,949), direction: EAST, sum: 27
1548: location: (591,853), direction: WEST, sum: 27
1549: location: (591,852), direction: NORTH, sum: 27
1550: location: (591,606), direction: WEST, sum: 27
1551: location: (591,445), direction: EAST, sum: 27
1552: location: (591,399), direction: EAST, sum: 27
1553: location: (591,32), direction: NORTH, sum: 27
1554: location: (590,958), direction: NORTH, sum: 27
1555: location: (590,950), direction: WEST, sum: 27
1556: location: (590,852), direction: SOUTH, sum: 27
1557: location: (590,625), direction: EAST, sum: 27
1558: location: (590,555), direction: WEST, sum: 27
1559: location: (590,446), direction: WEST, sum: 27
1560: location: (590,277), direction: WEST, sum: 27
1561: location: (590,168), direction: EAST, sum: 27
1562: location: (588,868), direction: EAST, sum: 27
1563: location: (588,825), direction: SOUTH, sum: 27
1564: location: (588,574), direction: EAST, sum: 27
1565: location: (588,147), direction: SOUTH, sum: 27
1566: location: (587,869), direction: SOUTH, sum: 27
1567: location: (587,213), direction: EAST, sum: 27
1568: location: (586,688), direction: EAST, sum: 27
1569: location: (586,447), direction: WEST, sum: 27
1570: location: (585,689), direction: SOUTH, sum: 27
1571: location: (585,505), direction: WEST, sum: 27
1572: location: (585,458), direction: NORTH, sum: 27
1573: location: (584,860), direction: NORTH, sum: 27
1574: location: (584,596), direction: NORTH, sum: 27
1575: location: (584,504), direction: NORTH, sum: 27
1576: location: (584,457), direction: EAST, sum: 27
1577: location: (584,364), direction: WEST, sum: 27
1578: location: (583,605), direction: NORTH, sum: 27
1579: location: (583,597), direction: WEST, sum: 27
1580: location: (583,595), direction: EAST, sum: 27
1581: location: (583,444), direction: SOUTH, sum: 27
1582: location: (583,404), direction: NORTH, sum: 27
1583: location: (582,596), direction: SOUTH, sum: 27
1584: location: (582,525), direction: WEST, sum: 27
1585: location: (582,105), direction: WEST, sum: 27
1586: location: (581,932), direction: SOUTH, sum: 27
1587: location: (581,258), direction: SOUTH, sum: 27
1588: location: (581,71), direction: SOUTH, sum: 27
1589: location: (580,472), direction: NORTH, sum: 27
1590: location: (580,228), direction: NORTH, sum: 27
1591: location: (580,181), direction: WEST, sum: 27
1592: location: (580,89), direction: SOUTH, sum: 27
1593: location: (579,504), direction: NORTH, sum: 27
1594: location: (579,180), direction: EAST, sum: 27
1595: location: (578,329), direction: SOUTH, sum: 27
1596: location: (578,20), direction: EAST, sum: 27
1597: location: (577,805), direction: SOUTH, sum: 27
1598: location: (577,296), direction: WEST, sum: 27
1599: location: (576,854), direction: NORTH, sum: 27
1600: location: (576,828), direction: SOUTH, sum: 27
1601: location: (576,719), direction: NORTH, sum: 27
1602: location: (576,497), direction: EAST, sum: 27
1603: location: (576,248), direction: EAST, sum: 27
1604: location: (574,874), direction: WEST, sum: 27
1605: location: (574,303), direction: EAST, sum: 27
1606: location: (573,837), direction: WEST, sum: 27
1607: location: (573,807), direction: SOUTH, sum: 27
1608: location: (573,649), direction: NORTH, sum: 27
1609: location: (573,328), direction: WEST, sum: 27
1610: location: (573,304), direction: WEST, sum: 27
1611: location: (572,805), direction: NORTH, sum: 27
1612: location: (572,739), direction: NORTH, sum: 27
1613: location: (572,357), direction: NORTH, sum: 27
1614: location: (572,305), direction: NORTH, sum: 27
1615: location: (571,922), direction: SOUTH, sum: 27
1616: location: (571,780), direction: NORTH, sum: 27
1617: location: (571,393), direction: WEST, sum: 27
1618: location: (571,356), direction: EAST, sum: 27
1619: location: (570,942), direction: EAST, sum: 27
1620: location: (570,827), direction: SOUTH, sum: 27
1621: location: (570,779), direction: EAST, sum: 27
1622: location: (570,473), direction: WEST, sum: 27
1623: location: (570,315), direction: WEST, sum: 27
1624: location: (569,943), direction: SOUTH, sum: 27
1625: location: (569,651), direction: WEST, sum: 27
1626: location: (569,525), direction: EAST, sum: 27
1627: location: (569,433), direction: SOUTH, sum: 27
1628: location: (568,944), direction: EAST, sum: 27
1629: location: (568,514), direction: EAST, sum: 27
1630: location: (568,213), direction: NORTH, sum: 27
1631: location: (568,146), direction: EAST, sum: 27
1632: location: (567,945), direction: WEST, sum: 27
1633: location: (567,695), direction: WEST, sum: 27
1634: location: (567,603), direction: WEST, sum: 27
1635: location: (567,428), direction: SOUTH, sum: 27
1636: location: (567,212), direction: EAST, sum: 27
1637: location: (567,112), direction: WEST, sum: 27
1638: location: (566,361), direction: NORTH, sum: 27
1639: location: (566,187), direction: WEST, sum: 27
1640: location: (566,115), direction: WEST, sum: 27
1641: location: (565,974), direction: WEST, sum: 27
1642: location: (565,496), direction: NORTH, sum: 27
1643: location: (565,392), direction: SOUTH, sum: 27
1644: location: (564,922), direction: WEST, sum: 27
1645: location: (564,589), direction: SOUTH, sum: 27
1646: location: (564,553), direction: WEST, sum: 27
1647: location: (564,496), direction: NORTH, sum: 27
1648: location: (564,18), direction: NORTH, sum: 27
1649: location: (563,768), direction: WEST, sum: 27
1650: location: (563,760), direction: SOUTH, sum: 27
1651: location: (562,903), direction: NORTH, sum: 27
1652: location: (561,827), direction: NORTH, sum: 27
1653: location: (561,720), direction: EAST, sum: 27
1654: location: (561,300), direction: WEST, sum: 27
1655: location: (561,162), direction: EAST, sum: 27
1656: location: (560,928), direction: EAST, sum: 27
1657: location: (560,882), direction: SOUTH, sum: 27
1658: location: (560,501), direction: EAST, sum: 27
1659: location: (560,410), direction: EAST, sum: 27
1660: location: (559,814), direction: EAST, sum: 27
1661: location: (559,797), direction: NORTH, sum: 27
1662: location: (559,295), direction: NORTH, sum: 27
1663: location: (559,293), direction: EAST, sum: 27
1664: location: (558,873), direction: EAST, sum: 27
1665: location: (558,751), direction: NORTH, sum: 27
1666: location: (558,743), direction: WEST, sum: 27
1667: location: (558,653), direction: SOUTH, sum: 27
1668: location: (558,294), direction: SOUTH, sum: 27
1669: location: (557,997), direction: EAST, sum: 27
1670: location: (557,919), direction: WEST, sum: 27
1671: location: (557,752), direction: NORTH, sum: 27
1672: location: (557,742), direction: SOUTH, sum: 27
1673: location: (557,112), direction: WEST, sum: 27
1674: location: (556,998), direction: WEST, sum: 27
1675: location: (556,471), direction: NORTH, sum: 27
1676: location: (556,385), direction: WEST, sum: 27
1677: location: (556,111), direction: EAST, sum: 27
1678: location: (555,804), direction: NORTH, sum: 27
1679: location: (555,384), direction: EAST, sum: 27
1680: location: (554,803), direction: SOUTH, sum: 27
1681: location: (554,352), direction: EAST, sum: 27
1682: location: (554,235), direction: EAST, sum: 27
1683: location: (554,36), direction: EAST, sum: 27
1684: location: (553,550), direction: SOUTH, sum: 27
1685: location: (553,493), direction: EAST, sum: 27
1686: location: (553,226), direction: SOUTH, sum: 27
1687: location: (553,208), direction: EAST, sum: 27
1688: location: (553,204), direction: EAST, sum: 27
1689: location: (553,99), direction: NORTH, sum: 27
1690: location: (552,155), direction: SOUTH, sum: 27
1691: location: (552,68), direction: EAST, sum: 27
1692: location: (551,597), direction: EAST, sum: 27
1693: location: (551,554), direction: NORTH, sum: 27
1694: location: (550,553), direction: EAST, sum: 27
1695: location: (550,208), direction: EAST, sum: 27
1696: location: (550,100), direction: NORTH, sum: 27
1697: location: (549,806), direction: SOUTH, sum: 27
1698: location: (549,533), direction: SOUTH, sum: 27
1699: location: (549,416), direction: NORTH, sum: 27
1700: location: (549,349), direction: WEST, sum: 27
1701: location: (549,209), direction: WEST, sum: 27
1702: location: (549,117), direction: EAST, sum: 27
1703: location: (548,634), direction: WEST, sum: 27
1704: location: (548,381), direction: SOUTH, sum: 27
1705: location: (548,348), direction: EAST, sum: 27
1706: location: (548,235), direction: EAST, sum: 27
1707: location: (548,208), direction: EAST, sum: 27
1708: location: (548,180), direction: NORTH, sum: 27
1709: location: (548,156), direction: WEST, sum: 27
1710: location: (548,118), direction: WEST, sum: 27
1711: location: (547,924), direction: SOUTH, sum: 27
1712: location: (547,821), direction: NORTH, sum: 27
1713: location: (547,753), direction: EAST, sum: 27
1714: location: (547,697), direction: NORTH, sum: 27
1715: location: (547,638), direction: SOUTH, sum: 27
1716: location: (547,273), direction: WEST, sum: 27
1717: location: (547,179), direction: SOUTH, sum: 27
1718: location: (546,877), direction: WEST, sum: 27
1719: location: (546,705), direction: NORTH, sum: 27
1720: location: (544,645), direction: WEST, sum: 27
1721: location: (544,527), direction: NORTH, sum: 27
1722: location: (543,747), direction: WEST, sum: 27
1723: location: (543,644), direction: EAST, sum: 27
1724: location: (543,56), direction: WEST, sum: 27
1725: location: (543,4), direction: NORTH, sum: 27
1726: location: (542,857), direction: SOUTH, sum: 27
1727: location: (542,827), direction: NORTH, sum: 27
1728: location: (542,645), direction: SOUTH, sum: 27
1729: location: (542,40), direction: NORTH, sum: 27
1730: location: (541,747), direction: EAST, sum: 27
1731: location: (541,631), direction: EAST, sum: 27
1732: location: (541,539), direction: WEST, sum: 27
1733: location: (541,306), direction: EAST, sum: 27
1734: location: (541,56), direction: EAST, sum: 27
1735: location: (540,922), direction: NORTH, sum: 27
1736: location: (540,649), direction: EAST, sum: 27
1737: location: (540,555), direction: SOUTH, sum: 27
1738: location: (540,307), direction: SOUTH, sum: 27
1739: location: (540,24), direction: NORTH, sum: 27
1740: location: (539,562), direction: SOUTH, sum: 27
1741: location: (539,327), direction: NORTH, sum: 27
1742: location: (539,230), direction: WEST, sum: 27
1743: location: (539,197), direction: SOUTH, sum: 27
1744: location: (539,166), direction: SOUTH, sum: 27
1745: location: (539,36), direction: EAST, sum: 27
1746: location: (539,23), direction: EAST, sum: 27
1747: location: (538,974), direction: SOUTH, sum: 27
1748: location: (538,749), direction: WEST, sum: 27
1749: location: (538,713), direction: WEST, sum: 27
1750: location: (537,819), direction: EAST, sum: 27
1751: location: (537,784), direction: WEST, sum: 27
1752: location: (537,770), direction: EAST, sum: 27
1753: location: (537,554), direction: SOUTH, sum: 27
1754: location: (537,149), direction: NORTH, sum: 27
1755: location: (536,956), direction: SOUTH, sum: 27
1756: location: (536,723), direction: NORTH, sum: 27
1757: location: (536,478), direction: EAST, sum: 27
1758: location: (536,264), direction: NORTH, sum: 27
1759: location: (536,173), direction: NORTH, sum: 27
1760: location: (535,780), direction: NORTH, sum: 27
1761: location: (535,724), direction: SOUTH, sum: 27
1762: location: (535,265), direction: WEST, sum: 27
1763: location: (535,197), direction: NORTH, sum: 27
1764: location: (535,160), direction: WEST, sum: 27
1765: location: (535,33), direction: NORTH, sum: 27
1766: location: (534,595), direction: SOUTH, sum: 27
1767: location: (534,542), direction: NORTH, sum: 27
1768: location: (534,474), direction: SOUTH, sum: 27
1769: location: (534,140), direction: WEST, sum: 27
1770: location: (531,955), direction: WEST, sum: 27
1771: location: (531,519), direction: SOUTH, sum: 27
1772: location: (531,427), direction: NORTH, sum: 27
1773: location: (531,49), direction: WEST, sum: 27
1774: location: (530,865), direction: EAST, sum: 27
1775: location: (530,487), direction: NORTH, sum: 27
1776: location: (530,369), direction: WEST, sum: 27
1777: location: (530,124), direction: EAST, sum: 27
1778: location: (530,117), direction: NORTH, sum: 27
1779: location: (529,844), direction: WEST, sum: 27
1780: location: (529,440), direction: NORTH, sum: 27
1781: location: (528,444), direction: EAST, sum: 27
1782: location: (527,161), direction: SOUTH, sum: 27
1783: location: (527,40), direction: WEST, sum: 27
1784: location: (526,717), direction: WEST, sum: 27
1785: location: (526,673), direction: NORTH, sum: 27
1786: location: (526,522), direction: SOUTH, sum: 27
1787: location: (526,112), direction: WEST, sum: 27
1788: location: (525,241), direction: EAST, sum: 27
1789: location: (525,104), direction: NORTH, sum: 27
1790: location: (524,665), direction: WEST, sum: 27
1791: location: (524,663), direction: NORTH, sum: 27
1792: location: (524,515), direction: EAST, sum: 27
1793: location: (524,184), direction: NORTH, sum: 27
1794: location: (524,131), direction: EAST, sum: 27
1795: location: (524,105), direction: SOUTH, sum: 27
1796: location: (523,891), direction: EAST, sum: 27
1797: location: (523,770), direction: WEST, sum: 27
1798: location: (523,664), direction: SOUTH, sum: 27
1799: location: (523,623), direction: EAST, sum: 27
1800: location: (523,605), direction: SOUTH, sum: 27
1801: location: (523,450), direction: NORTH, sum: 27
1802: location: (523,183), direction: SOUTH, sum: 27
1803: location: (522,921), direction: SOUTH, sum: 27
1804: location: (522,717), direction: EAST, sum: 27
1805: location: (522,687), direction: WEST, sum: 27
1806: location: (522,624), direction: NORTH, sum: 27
1807: location: (522,515), direction: WEST, sum: 27
1808: location: (522,451), direction: WEST, sum: 27
1809: location: (522,350), direction: NORTH, sum: 27
1810: location: (522,348), direction: NORTH, sum: 27
1811: location: (522,82), direction: EAST, sum: 27
1812: location: (521,838), direction: WEST, sum: 27
1813: location: (521,732), direction: WEST, sum: 27
1814: location: (521,658), direction: NORTH, sum: 27
1815: location: (521,623), direction: SOUTH, sum: 27
1816: location: (521,349), direction: SOUTH, sum: 27
1817: location: (521,253), direction: NORTH, sum: 27
1818: location: (521,83), direction: WEST, sum: 27
1819: location: (520,845), direction: EAST, sum: 27
1820: location: (520,788), direction: WEST, sum: 27
1821: location: (520,733), direction: NORTH, sum: 27
1822: location: (520,707), direction: NORTH, sum: 27
1823: location: (520,442), direction: WEST, sum: 27
1824: location: (520,254), direction: WEST, sum: 27
1825: location: (520,173), direction: SOUTH, sum: 27
1826: location: (519,838), direction: EAST, sum: 27
1827: location: (519,708), direction: SOUTH, sum: 27
1828: location: (519,706), direction: EAST, sum: 27
1829: location: (517,685), direction: EAST, sum: 27
1830: location: (517,37), direction: WEST, sum: 27
1831: location: (516,983), direction: EAST, sum: 27
1832: location: (516,556), direction: EAST, sum: 27
1833: location: (516,431), direction: WEST, sum: 27
